0	23	44	94.97340393066406	65.95375272962782
1	48	75	57.78150177001953	62.19061687454456
2	70	47	101.9629135131836	61.101472451384296
3	23	38	40.09572982788086	82.84415181790993
4	20	5	141.9694366455078	50.30096253029613
5	25	15	91.77851867675781	61.370316313193484
6	25	144	79.84491729736328	57.49920071913595
7	24	59	36.160118103027344	67.15439261283913
8	26	62	16.707275390625	71.79447647844682
9	18	5	169.23777770996094	35.94868804213781
10	5	38	58.75365447998047	54.92150641846647
11	27	61	153.36016845703125	51.0781374993391
12	5	37	36.98133087158203	24.647976262748283
13	5	5	7.701996219111606E-5	0.0033689899757458875
14	5	5	3.093151569366455	10.47317897854123
15	5	99	0.008337647654116154	0.08956928816818074
16	5	5	88.35501098632812	64.72477289740809
17	5	5	135.6751708984375	49.90366462867804
18	88	5	0.2091864049434662	1.7961580529269219
19	5	10	84.55905151367188	73.69220199110168
20	5	5	0.0303935669362545	0.02611558721868977
21	43	5	12.360631942749023	37.394547940570945
22	5	13	3.7488987436518073E-4	0.01423202410987392
23	39	24	86.53006744384766	62.5361078846448
24	25	21	29.169511795043945	49.76514925468736
25	15	73	12.49749755859375	54.99620938016476
26	20	32	28.21289825439453	71.28667068972896
27	5	5	1.0661937994882464E-4	0.0034264073337763284
28	13	19	24.562904357910156	78.7646943709491
29	42	67	95.87027740478516	58.91894514902692
30	8	5	169.3840789794922	23.251941049200227
31	23	5	1.397256419295445E-4	0.005945546825228513
32	31	17	55.57623291015625	60.53085005206381
33	5	7	29.376739501953125	65.05265798157846
34	29	5	80.3255615234375	53.92740644427576
35	5	6	12.639801025390625	55.26460822476701
36	144	69	120.40591430664062	51.92327575525018
37	30	9	0.22584164142608643	0.2662336891482171
38	5	48	20.199853897094727	76.19316389887037
39	48	39	65.51990509033203	63.89444329612674
40	5	43	39.714935302734375	50.497001180154044
41	5	24	152.3956298828125	45.71577723556006
42	37	34	85.67608642578125	68.79093795829097
43	34	32	62.6008186340332	57.13938533012675
44	5	50	140.3896942138672	48.281925339310376
45	24	39	40.47682571411133	76.66826931468597
46	31	30	60.1541633605957	65.47589694338599
47	5	5	24.201519012451172	78.65499243887346
48	20	39	22.45449447631836	57.354480915304826
49	33	24	53.75413513183594	52.37297544876161
50	30	5	84.5588150024414	24.152655709953745
51	21	36	22.38850212097168	56.368250842115515
52	19	5	3.414404345676303E-4	0.006516634527614839
53	7	21	70.58330535888672	60.284333129222816
54	56	23	78.85589599609375	64.98098889574312
55	6	19	0.002473139902576804	0.05888041831653791
56	5	5	3.8873881567269564E-4	0.014922818141474907
57	30	5	33.38922882080078	66.80019607553696
58	5	5	34.55610656738281	65.18473907689234
59	41	20	94.57852935791016	60.988026524200706
60	41	5	21.12312889099121	55.63074309185691
61	26	5	19.192543029785156	62.85079302601616
62	5	8	106.24158477783203	59.96021516194921
63	5	10	0.707389235496521	0.4557473282654981
64	5	5	60.241451263427734	58.90272831414952
65	8	5	0.0023734793066978455	0.04009283562857057
66	5	5	22.493310928344727	57.767584361503346
67	6	5	161.94813537597656	11.030728848518663
68	11	5	0.037661515176296234	0.07808242418197126
69	5	144	55.31193542480469	50.31320527592923
70	5	99	1.669114351272583	10.130899069183979
71	15	5	95.13932037353516	66.83536948631055
72	133	47	25.02433967590332	37.41337050144885
73	7	47	0.6442121267318726	0.6679197967266723
74	65	20	147.3626708984375	38.402903240114526
