0	18	116	95.011474609375	65.98019070095486
1	23	54	40.20389175415039	79.48859445643184
2	30	5	87.67880249023438	62.20697133949607
3	5	8	56.41391372680664	54.38312546009442
4	33	144	81.54647827148438	82.55052294647248
5	54	144	22.446006774902344	71.6264293048771
6	79	71	98.65481567382812	58.45378984332305
7	5	144	103.81336212158203	64.74109531262648
8	5	143	81.70132446289062	52.19181860099963
9	48	142	182.2859649658203	65.8255339203337
10	40	135	93.57350158691406	62.64239051696378
11	44	31	79.87236022949219	67.3504898129742
12	5	116	41.42894744873047	55.62614137898838
13	41	26	96.23570251464844	61.87762875665687
14	61	47	154.16375732421875	45.61811199241269
15	10	5	24.095169067382812	56.01730823755219
16	22	38	27.35100555419922	60.3510851105671
17	58	5	52.05732727050781	55.665936655032255
18	5	67	95.95301055908203	58.555920201386265
19	5	5	39.6248893737793	75.14082955307794
20	5	5	0.04325660318136215	0.5304974507821681
21	144	144	104.60255432128906	57.338115852478616
22	5	5	115.05577087402344	58.04589091598066
23	5	144	66.70193481445312	62.504554087738654
24	5	62	119.20227813720703	59.70919145622315
25	57	5	16.59282684326172	62.54597865016402
26	28	105	34.15864562988281	46.82558363170791
27	16	5	1.397256419295445E-4	0.005945546825228513
28	27	5	0.023145144805312157	0.010245707212902718
29	49	97	57.788063049316406	62.19767882334234
30	5	59	160.03211975097656	8.51115593967801
31	47	5	74.26306915283203	57.92565169576316
32	13	5	120.61820983886719	52.01482507427561
33	50	25	133.3802032470703	59.101063441224774
34	52	5	0.011241928674280643	0.004547471612709977
35	13	44	29.689659118652344	41.587499787054085
36	5	5	142.14805603027344	40.942594195594154
37	38	5	44.55366897583008	55.331311433680064
38	8	5	148.52947998046875	41.67299247412771
39	5	27	26.024036407470703	82.07362264708668
40	5	144	2.9747074586339295E-4	0.011168734150604367
41	11	5	159.11148071289062	57.00390034134655
42	95	60	172.82139587402344	21.119210616362388
43	40	133	94.92694854736328	63.57965851111163
44	5	17	143.04977416992188	55.65597152513909
45	32	143	49.032196044921875	51.642444827444955
46	49	5	36.74650573730469	47.5372208768423
47	37	6	20.39240264892578	31.831289891232828
48	5	5	25.13812255859375	57.919613918265
49	5	50	26.402629852294922	38.483260847412495
50	5	5	4.223175928927958E-4	0.016642080638133796
51	74	5	137.86830139160156	55.031625589026305
